ts,stock_code,price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,z_vol_1s,mid_price,ticks_per_sec,inter_trade_time,microprice,microprice_slope,up_tape_ratio,imbalance_1s,spread_narrowing,OFI_1s,accel_1s
1756689717433,23790,1533.0,8818479,1533.0,33.33333333022222,100.0,18.045112781954884,18.045112781954884,1.0011251999700836,2.250015158602701,0.0,1.0,0.1047282841249465,-0.2937563958700548,0.0,1533.0,1537.0,1538.0,1547.0,1550.0,1532.0,1531.0,1530.0,1529.0,1528.0,7690,352,1,1,325,4219,394,2831,2755,128,3.025422431467467,1532.5,7,0.001000165939331,1532.3542698799226,0.0,0.1,0.1008639740867222,-0.0,6085.0,0.0
1756689717434,23790,1532.0,8819179,1532.8,41.66666666180556,99.94780793319416,17.794486215538846,17.96157059314954,1.0011308666884406,2.2535332258656844,-8819179.0,1.0,0.1047282841249465,-150.20562947710903,-0.0006525285712775,1533.0,1537.0,1538.0,1547.0,1550.0,1532.0,1531.0,1530.0,1529.0,1528.0,7690,352,1,1,325,4219,394,2831,2755,128,2.720198302060854,1532.5,7,0.0009999275207519,1532.3542698799226,0.0,0.1,0.0313626574763,-0.0,6085.0,-0.0709810359966127
1756689717712,23790,1533.0,8819206,1532.8,49.99999999416666,100.01304801670146,18.045112781954884,17.96157059314954,1.001060044361736,2.246629685233096,8819206.0,1.0,0.8633504306590535,-102.9934029995677,0.0006525285712774,1533.0,1537.0,1538.0,1547.0,1550.0,1532.0,1531.0,1530.0,1529.0,1528.0,27,352,1,1,325,3519,394,2831,2755,128,2.384036311191929,1532.5,7,0.2779998779296875,1532.992385786802,0.6381159068794204,0.2,0.12141539529505,-0.0,0.0,0.0709810359966127
1756689717714,23790,1537.0,8819558,1533.6,49.99999999416666,100.22170057381324,19.047619047619047,18.29573934837093,1.0010254157938208,2.2447850671869736,8819558.0,1.0,0.8633504306590535,-68.88109638541168,0.0026058646667817,1533.0,1537.0,1538.0,1547.0,1550.0,1532.0,1531.0,1530.0,1529.0,1528.0,27,352,1,1,325,3519,394,2831,2755,128,2.184658470053284,1532.5,7,0.002000093460083,1532.992385786802,0.0,0.3,0.2113259862271607,-0.0,0.0,0.2625012961001495
1756689717715,23790,1538.0,8819559,1534.6,69.9999999902,100.22155610582564,19.29824561403509,18.79699248120301,1.000951927912786,2.2375497796134862,8819559.0,1.0,0.8633504306590535,-348.2167674697882,0.0006504065269934,1533.0,1537.0,1538.0,1547.0,1550.0,1532.0,1531.0,1530.0,1529.0,1528.0,27,352,1,1,325,3519,394,2831,2755,128,1.969890931230867,1532.5,7,0.0009999275207519,1532.992385786802,0.0,0.3,0.3022670787552339,-0.0,0.0,0.065295548527424
1756689717832,23790,1538.0,8819563,1535.6,77.77777776567902,100.15629070070332,19.29824561403509,19.21470342522974,1.0008788026476916,2.2304182939512867,0.0,9.0,0.7773151232511659,-246.29411011020764,0.0,1547.0,1550.0,1552.0,1553.0,1554.0,1538.0,1532.0,1531.0,1530.0,1529.0,1,325,1,400,610,1134,3557,394,2831,2755,1.7979964824226156,1542.5,7,0.1170001029968261,1546.9920704845815,13.999684697779458,0.3,0.3846046405425184,-8.0,-2359.0,0.4875978063835157
1756689718225,23790,1538.0,8819563,1536.8,77.77777776567902,100.07808433107756,19.29824561403509,19.29824561403509,1.0008052342301563,2.223282083214644,0.0,4.0,0.6148638916894714,-172.40587707714533,0.0,1547.0,1550.0,1552.0,1553.0,1554.0,1543.0,1538.0,1533.0,1532.0,1531.0,1,325,1,400,610,3,1130,522,3557,394,1.6550709805398331,1545.0,2,0.3929998874664306,1546.0,-0.992070484581518,0.3,0.441028763841262,5.0,-3490.0,-0.4040984840445878
1756689718411,23790,1547.0,8819564,1539.6,94.11764705107268,100.48064432320083,21.55388471177945,20.050125313283207,1.0007318411918458,2.2162175419983066,8819564.0,4.0,0.701095461658842,-116.02090151876855,0.0058347005074767,1547.0,1550.0,1552.0,1553.0,1554.0,1543.0,1538.0,1533.0,1532.0,1531.0,1,325,1,400,610,3,1130,2525,3557,394,1.5322188691659826,1545.0,2,0.186000108718872,1546.0,0.0,0.4,0.505444686051147,-0.0,-3490.0,0.5215353030359705
1756689719738,23790,1549.0,8819565,1542.0,94.44444443709877,100.45395590142672,22.05513784461153,20.96908939014202,1.0006605309270835,2.2092084860679764,8819565.0,6.0,0.4397834912043302,-82.60260198184255,0.0012919898438025,1549.0,1550.0,1552.0,1554.0,1555.0,1543.0,1542.0,1538.0,1537.0,1533.0,400,325,1,610,113,3,1,1130,1,2589,1.4233671522453732,1546.0,1,1.3269999027252195,1543.044665012407,-2.9553349875930053,0.5,0.5437294112155808,-2.0,-3889.0,-0.932831470002472
1756689721614,23790,1549.0,8819566,1544.2,94.44444443709877,100.31084056469368,22.05513784461153,21.88805346700084,1.000589230840635,2.2022541846497585,0.0,4.0,-0.1216111541440743,-58.00914577068036,0.0,1549.0,1550.0,1552.0,1554.0,1555.0,1545.0,1542.0,1540.0,1538.0,1537.0,511,325,1,610,1,1,1,1,1130,1,1.326202569408919,1547.0,2,1.876000165939331,1545.0078125,1.9631474875930053,0.5,0.5210954673886788,2.0,-3891.0,0.0
1756689721615,23790,1545.0,8819567,1545.6,77.27272726780991,99.9611801242236,21.052631578947366,21.72096908939014,1.000518219009647,2.195353920788335,-8819567.0,4.0,-0.1216111541440743,-41.24572010021146,-0.0025856510850228,1549.0,1550.0,1552.0,1554.0,1555.0,1545.0,1542.0,1540.0,1538.0,1537.0,511,325,1,610,1,1,1,1,1130,1,1.2383709521397612,1547.0,2,0.0009999275207519,1545.0078125,0.0,0.5,0.4984615235617767,-0.0,-3891.0,-258.2311168495804
1756689722424,23790,1544.0,8819568,1546.8,73.91304347376182,99.81898112231704,20.80200501253133,21.303258145363404,1.0004474385705815,2.188481342775914,-8819568.0,5.0,-0.1212708252615265,-27.76089295903691,-0.0006474587471243,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,1.1567440175628625,1546.5,9,0.8090000152587891,1544.0097847358122,-0.998027764187782,0.5,0.4758616126231295,-1.0,-3891.0,257.8326120396273
1756689722426,23790,1542.0,8819569,1545.8,67.999999996192,99.75417259671369,20.30075187969925,20.718462823725982,1.0003768440394076,2.181660079062877,-8819569.0,5.0,-0.1212708252615265,-19.802538758132247,-0.0012961764614466,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,1.0822440536815452,1546.5,9,0.002000093460083,1544.0097847358122,0.0,0.4,0.3773994870310714,-0.0,-3891.0,-0.1580277694641429
1756689722427,23790,1540.0,8819570,1544.0,62.96296295969822,99.74093264248704,19.799498746867165,20.300751879699245,1.0003066735923325,2.1748842817913725,-8819570.0,5.0,-0.1212708252615265,-13.861777130692571,-0.0012978587155999,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,1.0132411611093488,1546.5,9,0.0009999275207519,1544.0097847358122,0.0,0.3,0.2789373614390135,-0.0,-3891.0,-0.1581291830816396
